images,category
1\fake_1_18862.jpg,1
2\print_1_3521.jpg,2
1\fake_1_47975.jpg,1
0\genuine_4_67902.jpg,0
2\print_2_7651.jpg,2
2\print_1_1012.jpg,2
0\genuine_5_80851.jpg,0
2\print_1_3203.jpg,2
1\fake_8_247740.jpg,1
0\genuine_1_10841.jpg,0
0\genuine_3_58149.jpg,0
2\print_1_132.jpg,2
1\fake_2_63805.jpg,1
2\print_1_3898.jpg,2
1\fake_2_114994.jpg,1
1\fake_3_154501.jpg,1
1\fake_1_32311.jpg,1
1\fake_3_129638.jpg,1
1\fake_1_29488.jpg,1
1\fake_3_151389.jpg,1
1\fake_2_93494.jpg,1
0\genuine_2_24683.jpg,0
0\genuine_5_86712.jpg,0
0\genuine_3_51587.jpg,0
1\fake_1_15412.jpg,1
2\print_1_1165.jpg,2
2\print_2_4723.jpg,2
2\print_2_4279.jpg,2
0\genuine_2_30267.jpg,0
0\genuine_4_76990.jpg,0
1\fake_2_81221.jpg,1
2\print_2_6921.jpg,2
2\print_1_1828.jpg,2
0\genuine_2_24248.jpg,0
2\print_1_487.jpg,2
1\fake_4_214857.jpg,1
2\print_1_1919.jpg,2
0\genuine_2_30044.jpg,0
0\genuine_2_30918.jpg,0
1\fake_2_64920.jpg,1
2\print_2_6746.jpg,2
2\print_1_1997.jpg,2
0\genuine_3_44253.jpg,0
2\print_2_5835.jpg,2
2\print_2_5990.jpg,2
1\fake_2_68688.jpg,1
2\print_1_2672.jpg,2
2\print_2_5893.jpg,2
1\fake_1_42640.jpg,1
0\genuine_5_87938.jpg,0
0\genuine_3_56036.jpg,0
0\genuine_4_71739.jpg,0
1\fake_4_182685.jpg,1
2\print_1_3939.jpg,2
0\genuine_3_47838.jpg,0
0\genuine_2_32408.jpg,0
2\print_2_6072.jpg,2
1\fake_2_111167.jpg,1
2\print_2_6151.jpg,2
0\genuine_3_50754.jpg,0
2\print_1_2276.jpg,2
0\genuine_5_86615.jpg,0
1\fake_1_26210.jpg,1
0\genuine_2_35320.jpg,0
2\print_2_5968.jpg,2
1\fake_4_187568.jpg,1
1\fake_2_115840.jpg,1
1\fake_2_85065.jpg,1
0\genuine_1_2981.jpg,0
0\genuine_5_82176.jpg,0
2\print_2_6864.jpg,2
1\fake_2_89328.jpg,1
1\fake_4_176887.jpg,1
2\print_1_2508.jpg,2
0\genuine_2_32286.jpg,0
0\genuine_4_75622.jpg,0
0\genuine_2_29839.jpg,0
1\fake_3_124729.jpg,1
1\fake_2_69004.jpg,1
1\fake_4_194763.jpg,1
2\print_2_4546.jpg,2
2\print_2_6288.jpg,2
1\fake_2_105354.jpg,1
0\genuine_3_47999.jpg,0
2\print_2_4213.jpg,2
0\genuine_4_76771.jpg,0
1\fake_2_114283.jpg,1
0\genuine_4_70117.jpg,0
1\fake_2_73247.jpg,1
0\genuine_3_53915.jpg,0
0\genuine_1_18946.jpg,0
2\print_1_3977.jpg,2
1\fake_4_217928.jpg,1
2\print_2_4911.jpg,2
1\fake_3_148626.jpg,1
0\genuine_3_51971.jpg,0
1\fake_2_102977.jpg,1
1\fake_6_238093.jpg,1
1\fake_3_138301.jpg,1
2\print_1_2923.jpg,2
1\fake_3_141385.jpg,1
0\genuine_1_4169.jpg,0
2\print_1_1941.jpg,2
0\genuine_2_20503.jpg,0
0\genuine_2_30648.jpg,0
1\fake_4_192973.jpg,1
2\print_2_6811.jpg,2
0\genuine_1_5837.jpg,0
1\fake_3_150941.jpg,1
0\genuine_4_69681.jpg,0
2\print_1_1007.jpg,2
0\genuine_4_75555.jpg,0
1\fake_3_173266.jpg,1
1\fake_3_129034.jpg,1
1\fake_1_44984.jpg,1
1\fake_2_88971.jpg,1
1\fake_4_222882.jpg,1
2\print_2_6277.jpg,2
1\fake_3_118844.jpg,1
0\genuine_1_19738.jpg,0
2\print_1_1155.jpg,2
2\print_1_3004.jpg,2
0\genuine_1_8695.jpg,0
0\genuine_5_82495.jpg,0
1\fake_4_219622.jpg,1
0\genuine_1_19390.jpg,0
1\fake_3_171351.jpg,1
0\genuine_3_56348.jpg,0
1\fake_3_133814.jpg,1
1\fake_3_153580.jpg,1
1\fake_2_91579.jpg,1
1\fake_3_137836.jpg,1
2\print_2_6372.jpg,2
2\print_1_2157.jpg,2
1\fake_3_136812.jpg,1
2\print_1_1544.jpg,2
1\fake_4_227901.jpg,1
1\fake_4_199207.jpg,1
0\genuine_2_24117.jpg,0
0\genuine_2_29326.jpg,0
1\fake_4_182393.jpg,1
1\fake_2_111308.jpg,1
0\genuine_1_16041.jpg,0
1\fake_4_199909.jpg,1
1\fake_1_19324.jpg,1
0\genuine_1_7653.jpg,0
1\fake_2_90778.jpg,1
2\print_1_1533.jpg,2
1\fake_4_215271.jpg,1
2\print_2_4598.jpg,2
2\print_2_5966.jpg,2
2\print_2_5831.jpg,2
1\fake_4_176158.jpg,1
2\print_2_6804.jpg,2
2\print_1_19.jpg,2
1\fake_3_121167.jpg,1
2\print_2_7178.jpg,2
2\print_2_5359.jpg,2
0\genuine_4_59951.jpg,0
0\genuine_1_1813.jpg,0
1\fake_2_82544.jpg,1
2\print_1_2253.jpg,2
1\fake_2_88997.jpg,1
1\fake_3_164971.jpg,1
2\print_2_7060.jpg,2
0\genuine_3_44874.jpg,0
0\genuine_2_35089.jpg,0
1\fake_3_164165.jpg,1
2\print_2_7450.jpg,2
1\fake_3_160251.jpg,1
1\fake_2_75717.jpg,1
0\genuine_1_912.jpg,0
1\fake_4_205105.jpg,1
0\genuine_2_22694.jpg,0
0\genuine_2_35617.jpg,0
2\print_1_3206.jpg,2
1\fake_1_49912.jpg,1
2\print_1_3807.jpg,2
1\fake_8_243364.jpg,1
1\fake_2_76595.jpg,1
2\print_1_582.jpg,2
0\genuine_1_13510.jpg,0
1\fake_3_140847.jpg,1
1\fake_4_183597.jpg,1
2\print_1_3573.jpg,2
0\genuine_1_4976.jpg,0
2\print_1_2542.jpg,2
2\print_2_6310.jpg,2
1\fake_4_203231.jpg,1
1\fake_2_68044.jpg,1
2\print_1_591.jpg,2
0\genuine_2_23424.jpg,0
1\fake_3_124923.jpg,1
0\genuine_2_38507.jpg,0
0\genuine_3_53266.jpg,0
2\print_1_514.jpg,2
2\print_1_2065.jpg,2
1\fake_3_168775.jpg,1
1\fake_1_6186.jpg,1
1\fake_3_135761.jpg,1
1\fake_4_225279.jpg,1
1\fake_4_208865.jpg,1
1\fake_3_127526.jpg,1
1\fake_1_35419.jpg,1
0\genuine_5_83040.jpg,0
1\fake_6_238181.jpg,1
0\genuine_4_64870.jpg,0
0\genuine_4_77439.jpg,0
0\genuine_2_20482.jpg,0
1\fake_1_50373.jpg,1
0\genuine_2_38976.jpg,0
2\print_2_6267.jpg,2
0\genuine_3_46867.jpg,0
0\genuine_4_62565.jpg,0
0\genuine_1_1912.jpg,0
1\fake_8_243680.jpg,1
1\fake_4_179226.jpg,1
2\print_2_6614.jpg,2
0\genuine_3_51268.jpg,0
1\fake_3_171503.jpg,1
1\fake_2_112549.jpg,1
1\fake_2_96637.jpg,1
0\genuine_2_36100.jpg,0
0\genuine_1_15999.jpg,0
1\fake_2_107460.jpg,1
0\genuine_3_44637.jpg,0
0\genuine_1_10544.jpg,0
2\print_2_4343.jpg,2
0\genuine_2_29124.jpg,0
2\print_2_7617.jpg,2
1\fake_4_196909.jpg,1
2\print_2_5809.jpg,2
1\fake_2_84154.jpg,1
0\genuine_3_53118.jpg,0
2\print_1_3277.jpg,2
0\genuine_4_67764.jpg,0
2\print_1_2945.jpg,2
1\fake_2_68072.jpg,1
0\genuine_2_24844.jpg,0
0\genuine_5_84650.jpg,0
2\print_1_243.jpg,2
2\print_1_1353.jpg,2
1\fake_3_157479.jpg,1
1\fake_2_112063.jpg,1
2\print_1_225.jpg,2
2\print_1_2963.jpg,2
0\genuine_2_23323.jpg,0
1\fake_6_238430.jpg,1
0\genuine_2_20372.jpg,0
1\fake_4_210784.jpg,1
2\print_2_6431.jpg,2
0\genuine_3_49220.jpg,0
1\fake_3_172349.jpg,1
2\print_1_3753.jpg,2
2\print_2_6501.jpg,2
2\print_1_480.jpg,2
0\genuine_2_20538.jpg,0
0\genuine_3_46063.jpg,0
2\print_2_5675.jpg,2
1\fake_4_198857.jpg,1
0\genuine_3_43245.jpg,0
2\print_1_2617.jpg,2
0\genuine_1_17120.jpg,0
0\genuine_3_43793.jpg,0
2\print_2_7259.jpg,2
1\fake_6_236635.jpg,1
2\print_2_7218.jpg,2
2\print_1_3166.jpg,2
1\fake_4_192926.jpg,1
1\fake_1_5535.jpg,1
0\genuine_1_12484.jpg,0
2\print_1_1266.jpg,2
2\print_2_7012.jpg,2
2\print_2_7620.jpg,2
1\fake_1_31778.jpg,1
2\print_2_7711.jpg,2
1\fake_1_26808.jpg,1
2\print_2_6799.jpg,2
1\fake_3_154546.jpg,1
1\fake_1_4220.jpg,1
2\print_2_6624.jpg,2
2\print_2_7529.jpg,2
1\fake_2_107700.jpg,1
0\genuine_3_44248.jpg,0
1\fake_1_44298.jpg,1
1\fake_1_19544.jpg,1
0\genuine_3_48063.jpg,0
0\genuine_4_64225.jpg,0
0\genuine_4_71071.jpg,0
0\genuine_4_69272.jpg,0
1\fake_3_125618.jpg,1
2\print_2_7266.jpg,2
1\fake_3_125843.jpg,1
0\genuine_3_52140.jpg,0
0\genuine_5_85763.jpg,0
0\genuine_4_60202.jpg,0
0\genuine_5_80455.jpg,0
0\genuine_1_13182.jpg,0
0\genuine_3_44636.jpg,0
0\genuine_4_59662.jpg,0
1\fake_3_124808.jpg,1
1\fake_4_200938.jpg,1
1\fake_4_185564.jpg,1
1\fake_2_96928.jpg,1
1\fake_2_78390.jpg,1
0\genuine_4_74912.jpg,0
2\print_2_6005.jpg,2
0\genuine_3_43074.jpg,0
2\print_1_3827.jpg,2
1\fake_3_148335.jpg,1
1\fake_1_50668.jpg,1
2\print_1_3603.jpg,2
2\print_2_6590.jpg,2
1\fake_1_40868.jpg,1
0\genuine_5_84428.jpg,0
0\genuine_4_60534.jpg,0
2\print_1_374.jpg,2
2\print_2_5098.jpg,2
0\genuine_3_41642.jpg,0
2\print_2_7625.jpg,2
2\print_2_5450.jpg,2
0\genuine_5_86360.jpg,0
2\print_1_3620.jpg,2
2\print_1_1794.jpg,2
2\print_1_3014.jpg,2
1\fake_3_172487.jpg,1
1\fake_4_195181.jpg,1
2\print_2_6989.jpg,2
2\print_1_3045.jpg,2
1\fake_1_34702.jpg,1
2\print_1_1444.jpg,2
2\print_2_6832.jpg,2
0\genuine_3_47370.jpg,0
0\genuine_1_836.jpg,0
2\print_2_5776.jpg,2
2\print_1_2800.jpg,2
1\fake_7_242339.jpg,1
1\fake_3_139396.jpg,1
1\fake_3_135551.jpg,1
0\genuine_2_28911.jpg,0
2\print_2_6568.jpg,2
2\print_2_6340.jpg,2
2\print_2_6813.jpg,2
0\genuine_3_41539.jpg,0
2\print_2_4571.jpg,2
0\genuine_2_29420.jpg,0
1\fake_2_87151.jpg,1
0\genuine_3_56368.jpg,0
1\fake_8_243725.jpg,1
0\genuine_3_59177.jpg,0
0\genuine_2_32317.jpg,0
0\genuine_1_9529.jpg,0
1\fake_3_164226.jpg,1
2\print_1_1813.jpg,2
2\print_2_5331.jpg,2
0\genuine_3_48268.jpg,0
2\print_1_223.jpg,2
0\genuine_4_64803.jpg,0
1\fake_2_81421.jpg,1
0\genuine_4_74335.jpg,0
1\fake_2_93248.jpg,1
2\print_1_760.jpg,2
2\print_2_5470.jpg,2
0\genuine_2_35100.jpg,0
1\fake_4_191380.jpg,1
1\fake_1_45258.jpg,1
2\print_2_8000.jpg,2
1\fake_1_19760.jpg,1
1\fake_3_116748.jpg,1
0\genuine_1_18383.jpg,0
1\fake_1_3883.jpg,1
1\fake_1_54730.jpg,1
1\fake_8_247101.jpg,1
2\print_2_4559.jpg,2
1\fake_6_236768.jpg,1
0\genuine_2_25726.jpg,0
0\genuine_3_40377.jpg,0
1\fake_3_138166.jpg,1
2\print_2_6039.jpg,2
0\genuine_1_18986.jpg,0
2\print_1_391.jpg,2
2\print_2_6660.jpg,2
1\fake_1_54839.jpg,1
0\genuine_2_21947.jpg,0
1\fake_2_63213.jpg,1
2\print_2_7056.jpg,2
2\print_1_3719.jpg,2
2\print_2_7954.jpg,2
2\print_1_80.jpg,2
0\genuine_1_15566.jpg,0
0\genuine_3_54221.jpg,0
2\print_1_662.jpg,2
2\print_1_288.jpg,2
1\fake_3_121502.jpg,1
0\genuine_1_9174.jpg,0
2\print_1_608.jpg,2
0\genuine_4_63598.jpg,0
1\fake_2_84352.jpg,1
1\fake_3_155160.jpg,1
2\print_1_2987.jpg,2
1\fake_2_97916.jpg,1
2\print_1_1223.jpg,2
0\genuine_2_21059.jpg,0
0\genuine_1_5470.jpg,0
1\fake_4_214272.jpg,1
2\print_2_5181.jpg,2
1\fake_3_168489.jpg,1
1\fake_1_17301.jpg,1
1\fake_2_81451.jpg,1
0\genuine_2_27635.jpg,0
0\genuine_5_87693.jpg,0
2\print_1_2714.jpg,2
1\fake_2_80479.jpg,1
2\print_2_5698.jpg,2
0\genuine_1_8800.jpg,0
1\fake_2_65839.jpg,1
1\fake_3_121086.jpg,1
1\fake_3_133276.jpg,1
0\genuine_1_16017.jpg,0
1\fake_3_135458.jpg,1
0\genuine_2_38017.jpg,0
0\genuine_2_25130.jpg,0
0\genuine_4_74991.jpg,0
0\genuine_3_51108.jpg,0
0\genuine_1_18015.jpg,0
1\fake_4_213781.jpg,1
2\print_1_3834.jpg,2
0\genuine_3_49381.jpg,0
0\genuine_4_65607.jpg,0
2\print_1_730.jpg,2
2\print_1_3296.jpg,2
1\fake_2_99114.jpg,1
1\fake_3_147492.jpg,1
1\fake_5_233225.jpg,1
2\print_1_2620.jpg,2
1\fake_1_29231.jpg,1
0\genuine_3_42886.jpg,0
2\print_2_4058.jpg,2
2\print_2_7049.jpg,2
2\print_2_5803.jpg,2
0\genuine_3_58820.jpg,0
2\print_1_2871.jpg,2
2\print_2_7710.jpg,2
1\fake_4_214810.jpg,1
1\fake_4_230304.jpg,1
1\fake_3_162119.jpg,1
1\fake_8_243980.jpg,1
0\genuine_4_77490.jpg,0
0\genuine_3_56052.jpg,0
2\print_1_1446.jpg,2
2\print_2_6205.jpg,2
1\fake_4_200468.jpg,1
2\print_1_244.jpg,2
2\print_1_752.jpg,2
1\fake_4_206171.jpg,1
0\genuine_2_22364.jpg,0
1\fake_1_29712.jpg,1
0\genuine_2_27717.jpg,0
1\fake_1_3210.jpg,1
2\print_1_2470.jpg,2
1\fake_1_19424.jpg,1
1\fake_3_123606.jpg,1
1\fake_4_205627.jpg,1
1\fake_3_137950.jpg,1
1\fake_2_108455.jpg,1
1\fake_1_47983.jpg,1
1\fake_4_210259.jpg,1
0\genuine_2_30022.jpg,0
2\print_2_7206.jpg,2
0\genuine_1_13835.jpg,0
1\fake_2_71489.jpg,1
1\fake_7_238596.jpg,1
2\print_1_348.jpg,2
1\fake_2_87588.jpg,1
2\print_2_4951.jpg,2
1\fake_1_36185.jpg,1
2\print_2_6449.jpg,2
0\genuine_1_11430.jpg,0
2\print_2_4006.jpg,2
1\fake_4_186267.jpg,1
0\genuine_2_34573.jpg,0
2\print_2_4882.jpg,2
1\fake_4_197472.jpg,1
1\fake_4_214262.jpg,1
0\genuine_3_51254.jpg,0
1\fake_1_40875.jpg,1
1\fake_3_134611.jpg,1
2\print_2_4760.jpg,2
0\genuine_2_34238.jpg,0
1\fake_1_54083.jpg,1
2\print_1_3401.jpg,2
2\print_1_3188.jpg,2
1\fake_3_144898.jpg,1
1\fake_1_10554.jpg,1
1\fake_2_59059.jpg,1
1\fake_1_51127.jpg,1
0\genuine_4_78804.jpg,0
2\print_1_3957.jpg,2
1\fake_4_212901.jpg,1
2\print_2_4015.jpg,2
1\fake_4_220093.jpg,1
0\genuine_2_26104.jpg,0
2\print_2_6433.jpg,2
1\fake_1_43653.jpg,1
1\fake_4_227224.jpg,1
2\print_2_4451.jpg,2
1\fake_3_152065.jpg,1
1\fake_2_95134.jpg,1
0\genuine_2_29922.jpg,0
1\fake_4_229324.jpg,1
1\fake_1_37024.jpg,1
2\print_1_650.jpg,2
0\genuine_2_24603.jpg,0
0\genuine_5_79412.jpg,0
1\fake_3_165124.jpg,1
0\genuine_3_51618.jpg,0
0\genuine_4_64009.jpg,0
0\genuine_3_43560.jpg,0
0\genuine_1_4544.jpg,0
2\print_2_5449.jpg,2
2\print_1_3959.jpg,2
1\fake_2_104693.jpg,1
0\genuine_2_28805.jpg,0
1\fake_3_121226.jpg,1
0\genuine_1_10838.jpg,0
0\genuine_4_61995.jpg,0
0\genuine_2_31243.jpg,0
1\fake_1_21587.jpg,1
0\genuine_3_53072.jpg,0
1\fake_3_116666.jpg,1
2\print_1_1412.jpg,2
2\print_1_1121.jpg,2
0\genuine_5_83227.jpg,0
2\print_2_7522.jpg,2
0\genuine_5_87237.jpg,0
1\fake_4_219677.jpg,1
0\genuine_2_24197.jpg,0
0\genuine_3_49221.jpg,0
0\genuine_3_50280.jpg,0
1\fake_4_191015.jpg,1
0\genuine_4_70949.jpg,0
1\fake_1_39377.jpg,1
1\fake_1_15393.jpg,1
1\fake_4_175123.jpg,1
1\fake_3_166760.jpg,1
0\genuine_2_31284.jpg,0
2\print_1_2710.jpg,2
0\genuine_4_59937.jpg,0
2\print_2_4369.jpg,2
1\fake_4_188462.jpg,1
1\fake_4_220719.jpg,1
2\print_1_155.jpg,2
0\genuine_4_62584.jpg,0
0\genuine_2_24671.jpg,0
2\print_1_3457.jpg,2
0\genuine_2_32815.jpg,0
0\genuine_2_35355.jpg,0
0\genuine_4_60762.jpg,0
0\genuine_5_79710.jpg,0
1\fake_3_139181.jpg,1
1\fake_3_156320.jpg,1
0\genuine_2_24873.jpg,0
1\fake_1_56022.jpg,1
0\genuine_1_1864.jpg,0
2\print_2_7503.jpg,2
1\fake_2_62529.jpg,1
2\print_1_1840.jpg,2
2\print_1_3836.jpg,2
1\fake_8_247568.jpg,1
1\fake_1_25004.jpg,1
2\print_2_4069.jpg,2
0\genuine_2_25591.jpg,0
2\print_1_3629.jpg,2
1\fake_3_173822.jpg,1
0\genuine_2_26176.jpg,0
1\fake_8_246024.jpg,1
1\fake_1_21100.jpg,1
0\genuine_4_63871.jpg,0
0\genuine_2_23460.jpg,0
0\genuine_3_58376.jpg,0
2\print_2_5556.jpg,2
1\fake_1_24762.jpg,1
0\genuine_4_62146.jpg,0
2\print_2_4833.jpg,2
0\genuine_1_8471.jpg,0
1\fake_2_79063.jpg,1
2\print_1_3140.jpg,2
1\fake_2_111079.jpg,1
2\print_1_1236.jpg,2
0\genuine_1_4923.jpg,0
1\fake_3_129751.jpg,1
1\fake_2_77186.jpg,1
2\print_2_5168.jpg,2
1\fake_1_42079.jpg,1
2\print_1_1930.jpg,2
0\genuine_4_73005.jpg,0
2\print_2_6091.jpg,2
0\genuine_3_48308.jpg,0
1\fake_6_237526.jpg,1
0\genuine_2_32404.jpg,0
1\fake_4_214293.jpg,1
0\genuine_3_41739.jpg,0
2\print_1_1862.jpg,2
1\fake_2_99300.jpg,1
1\fake_1_47572.jpg,1
1\fake_2_108881.jpg,1
0\genuine_4_64430.jpg,0
1\fake_2_86525.jpg,1
0\genuine_3_53497.jpg,0
2\print_2_4848.jpg,2
0\genuine_4_75288.jpg,0
2\print_2_4680.jpg,2
1\fake_3_157547.jpg,1
0\genuine_5_80089.jpg,0
2\print_1_1391.jpg,2
2\print_2_7486.jpg,2
2\print_2_5806.jpg,2
0\genuine_2_24061.jpg,0
0\genuine_3_48561.jpg,0
2\print_2_4019.jpg,2
2\print_1_3999.jpg,2
2\print_1_395.jpg,2
0\genuine_4_62892.jpg,0
1\fake_2_77945.jpg,1
2\print_1_565.jpg,2
0\genuine_2_21700.jpg,0
1\fake_8_246826.jpg,1
0\genuine_1_999.jpg,0
0\genuine_1_7588.jpg,0
1\fake_3_149980.jpg,1
1\fake_1_48545.jpg,1
0\genuine_2_24490.jpg,0
2\print_1_1297.jpg,2
1\fake_1_42927.jpg,1
2\print_1_3091.jpg,2
1\fake_3_145888.jpg,1
2\print_2_4855.jpg,2
1\fake_4_187798.jpg,1
0\genuine_3_48094.jpg,0
2\print_2_7820.jpg,2
1\fake_4_229876.jpg,1
2\print_2_6889.jpg,2
1\fake_3_124749.jpg,1
0\genuine_2_27425.jpg,0
1\fake_2_73066.jpg,1
0\genuine_4_68866.jpg,0
0\genuine_3_46965.jpg,0
2\print_1_3641.jpg,2
1\fake_4_188861.jpg,1
0\genuine_2_31286.jpg,0
1\fake_2_89291.jpg,1
1\fake_1_29454.jpg,1
1\fake_4_189870.jpg,1
0\genuine_2_27984.jpg,0
1\fake_4_182931.jpg,1
0\genuine_3_45471.jpg,0
1\fake_1_37653.jpg,1
0\genuine_5_81947.jpg,0
2\print_2_5206.jpg,2
2\print_2_4887.jpg,2
0\genuine_5_83162.jpg,0
2\print_1_1269.jpg,2
1\fake_1_33213.jpg,1
2\print_1_1754.jpg,2
2\print_2_6470.jpg,2
1\fake_4_199921.jpg,1
2\print_1_2761.jpg,2
2\print_1_921.jpg,2
2\print_2_4007.jpg,2
0\genuine_2_30646.jpg,0
0\genuine_2_20644.jpg,0
0\genuine_1_12399.jpg,0
0\genuine_1_16102.jpg,0
1\fake_3_141746.jpg,1
2\print_2_4157.jpg,2
2\print_1_3664.jpg,2
0\genuine_3_41914.jpg,0
1\fake_2_88657.jpg,1
1\fake_4_177733.jpg,1
0\genuine_3_44617.jpg,0
1\fake_3_167697.jpg,1
1\fake_4_191929.jpg,1
2\print_2_4795.jpg,2
1\fake_1_18421.jpg,1
1\fake_3_169394.jpg,1
1\fake_1_15928.jpg,1
0\genuine_2_24163.jpg,0
0\genuine_1_12621.jpg,0
0\genuine_2_32174.jpg,0
1\fake_1_29631.jpg,1
2\print_1_773.jpg,2
1\fake_4_230931.jpg,1
2\print_1_2722.jpg,2
1\fake_1_53355.jpg,1
1\fake_3_118714.jpg,1
0\genuine_3_40829.jpg,0
0\genuine_1_6243.jpg,0
2\print_2_7271.jpg,2
0\genuine_1_16968.jpg,0
2\print_2_5718.jpg,2
2\print_2_4542.jpg,2
1\fake_2_74836.jpg,1
1\fake_1_23164.jpg,1
0\genuine_5_83192.jpg,0
0\genuine_5_84212.jpg,0
0\genuine_3_49589.jpg,0
1\fake_2_88277.jpg,1
2\print_1_2795.jpg,2
2\print_2_7904.jpg,2
1\fake_3_164010.jpg,1
2\print_1_1435.jpg,2
2\print_1_3378.jpg,2
0\genuine_3_45876.jpg,0
2\print_2_7862.jpg,2
1\fake_2_104267.jpg,1
2\print_2_7916.jpg,2
0\genuine_3_45679.jpg,0
0\genuine_2_29884.jpg,0
2\print_1_2938.jpg,2
0\genuine_1_13060.jpg,0
1\fake_2_66358.jpg,1
2\print_1_3183.jpg,2
0\genuine_2_37041.jpg,0
2\print_1_1164.jpg,2
1\fake_1_40008.jpg,1
0\genuine_4_68713.jpg,0
1\fake_3_144667.jpg,1
2\print_2_7274.jpg,2
0\genuine_3_48287.jpg,0
0\genuine_4_74269.jpg,0
2\print_2_5781.jpg,2
0\genuine_3_41697.jpg,0
0\genuine_1_1888.jpg,0
2\print_2_4389.jpg,2
2\print_2_6741.jpg,2
1\fake_2_112414.jpg,1
0\genuine_1_16185.jpg,0
1\fake_4_203509.jpg,1
0\genuine_1_1242.jpg,0
1\fake_2_73406.jpg,1
2\print_1_2823.jpg,2
1\fake_2_67113.jpg,1
1\fake_4_227328.jpg,1
2\print_1_281.jpg,2
1\fake_4_202065.jpg,1
1\fake_3_119966.jpg,1
1\fake_4_198398.jpg,1
2\print_1_2452.jpg,2
0\genuine_5_85671.jpg,0
1\fake_2_105777.jpg,1
2\print_1_1771.jpg,2
2\print_2_4929.jpg,2
1\fake_8_243113.jpg,1
1\fake_1_24825.jpg,1
1\fake_3_133020.jpg,1
1\fake_8_243279.jpg,1
0\genuine_5_86668.jpg,0
1\fake_1_49302.jpg,1
0\genuine_3_54963.jpg,0
0\genuine_1_942.jpg,0
0\genuine_4_72874.jpg,0
1\fake_3_116768.jpg,1
0\genuine_4_68725.jpg,0
1\fake_2_85071.jpg,1
2\print_1_126.jpg,2
0\genuine_1_17056.jpg,0
2\print_1_482.jpg,2
0\genuine_2_30734.jpg,0
1\fake_3_146719.jpg,1
1\fake_1_49304.jpg,1
0\genuine_1_16450.jpg,0
1\fake_1_19713.jpg,1
2\print_1_535.jpg,2
2\print_1_130.jpg,2
2\print_2_7614.jpg,2
1\fake_1_8290.jpg,1
1\fake_3_150414.jpg,1
2\print_2_4251.jpg,2
0\genuine_1_9840.jpg,0
2\print_2_7463.jpg,2
1\fake_2_91988.jpg,1
2\print_1_2600.jpg,2
1\fake_4_187543.jpg,1
1\fake_2_106544.jpg,1
1\fake_2_87177.jpg,1
0\genuine_1_1634.jpg,0
2\print_1_609.jpg,2
0\genuine_4_67607.jpg,0
2\print_2_6399.jpg,2
2\print_2_5315.jpg,2
2\print_2_5891.jpg,2
0\genuine_1_11205.jpg,0
1\fake_2_93865.jpg,1
0\genuine_3_42379.jpg,0
1\fake_1_13907.jpg,1
1\fake_1_22231.jpg,1
1\fake_2_108327.jpg,1
0\genuine_4_70924.jpg,0
2\print_1_1467.jpg,2
2\print_1_1802.jpg,2
2\print_1_1343.jpg,2
1\fake_2_87131.jpg,1
1\fake_3_149939.jpg,1
1\fake_2_114641.jpg,1
0\genuine_3_40262.jpg,0
1\fake_2_79851.jpg,1
1\fake_2_79800.jpg,1
1\fake_7_242122.jpg,1
0\genuine_4_66317.jpg,0
0\genuine_3_41635.jpg,0
1\fake_1_14653.jpg,1
0\genuine_4_63665.jpg,0
1\fake_4_198137.jpg,1
0\genuine_3_42218.jpg,0
1\fake_4_199680.jpg,1
0\genuine_2_37946.jpg,0
1\fake_3_158724.jpg,1
1\fake_2_58541.jpg,1
1\fake_1_47147.jpg,1
0\genuine_2_28190.jpg,0
0\genuine_1_4677.jpg,0
0\genuine_4_77995.jpg,0
2\print_2_7465.jpg,2
0\genuine_3_39659.jpg,0
1\fake_3_131073.jpg,1
1\fake_2_79078.jpg,1
2\print_1_3425.jpg,2
2\print_1_158.jpg,2
1\fake_3_172955.jpg,1
2\print_2_6114.jpg,2
0\genuine_1_2920.jpg,0
1\fake_1_25808.jpg,1
2\print_2_7052.jpg,2
2\print_1_2053.jpg,2
1\fake_1_44000.jpg,1
2\print_2_7943.jpg,2
1\fake_2_71402.jpg,1
2\print_2_6141.jpg,2
1\fake_4_189140.jpg,1
0\genuine_1_17390.jpg,0
2\print_1_2167.jpg,2
0\genuine_3_54754.jpg,0
0\genuine_1_16463.jpg,0
1\fake_3_136093.jpg,1
1\fake_1_48135.jpg,1
1\fake_1_15316.jpg,1
2\print_1_3061.jpg,2
2\print_2_6144.jpg,2
0\genuine_4_60747.jpg,0
0\genuine_3_42127.jpg,0
1\fake_4_215338.jpg,1
1\fake_4_229724.jpg,1
1\fake_3_141517.jpg,1
0\genuine_5_81083.jpg,0
0\genuine_5_83361.jpg,0
1\fake_4_215320.jpg,1
1\fake_3_173103.jpg,1
1\fake_4_228661.jpg,1
1\fake_2_60257.jpg,1
1\fake_3_118001.jpg,1
0\genuine_1_6611.jpg,0
0\genuine_3_54719.jpg,0
2\print_1_2026.jpg,2
1\fake_4_176544.jpg,1
1\fake_1_16268.jpg,1
2\print_2_6854.jpg,2
0\genuine_1_11978.jpg,0
1\fake_1_42349.jpg,1
2\print_2_5285.jpg,2
0\genuine_1_10334.jpg,0
1\fake_8_247288.jpg,1
2\print_1_604.jpg,2
0\genuine_4_59981.jpg,0
1\fake_4_214895.jpg,1
0\genuine_5_86400.jpg,0
1\fake_1_26486.jpg,1
